,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_cadence,average_watts,weighted_average_watts,kilojoules,device_watts,max_watts,workout_type,average_temp
10,2,⛅ Lunch toddle to the big park,5066.4,4972,5336,0.0,Hike,4596210258,activity_1610190136.tcx,4909759165.0,2021-01-09T11:02:44Z,2021-01-09T11:02:44Z,(GMT+00:00) Europe/London,0.0,"[52.88795, -1.298678]","[52.887679, -1.298757]",,,United Kingdom,52.88795,-1.298678,0,5,0,1,0,False,False,False,False,everyone,False,g6779208,False,4909759165,1.019,3.5,True,95.4,122.0,False,True,31.1,29.1,0,0,False,11.0,2265413,1,a4596210258,{{xaIhj|FM}@UKM_AMOIDKAEMAIEAMHIA]YUc@U{@?Q@SOo@Iq@A[Ia@C]Ia@KQIg@Si@I]Ws@IYGe@Cq@Ay@Bu@LsABCHc@Nc@ASB[JYNS^}@JSHc@Fm@Bq@A]EMIMa@GKGQ@CC}@FEIGg@SFa@BOFY@[LQ?WFKFK?CDi@NGFWHa@Zm@TULSTSFUPKDa@ZKBEDG@YPQFIHM@OHMJI@IHSFWm@EQA_@IcAABKu@OUIs@CAOTUHYEUBECG]@SKFEY?AA@EYB_@Is@EKCAAGAHCGECIUYHEASJW@AXGTCVED@@@CEBSAIJKAE@KC?DKBMJEA]HWRQDELWVIBMCK@ON@@ABEC@UIBQYOAEIMFEHACBJAFHQLCDEDS@c@LSDGNE@DFi@BeACIFM@g@J{@?]DkAIO?SAICGC@AWBICCDO?YKaA?WBOEO@a@CCAi@EQEEF[?Fr@mANe@Cy@TwDNiAHUD]Ja@Jg@HUBUBMBWCYBQ?ECAAC@?EG?E@@N_@Je@?GA??ABe@IAACC@@ACCDAHHH?PH?h@G@?B?JFN@??DCFCXLJBG?IE@ADFCHJDTJAPHDFPFNLTJRD@CJE`@CDE`@@ZEh@FPRd@BRCBEFB?EFVB^Z|@@EH^Z|@Vn@J\?JTp@@T@GHPLp@Db@DNBZP~@BB?TDj@FPRlBXhBD`@B?@RRDPINtABFNxATxADn@Nj@?NFd@D@FED?Ff@F\BADFBCBB\SLC@EHAP?NGL?HGRGRRDb@HALF?A@TJPDA?DBAHFj@KBWNCDD@JPZJHH?HJAvAObAETKJAAA@EPMPENC?CPG?QEWk@GDCDGEICCBAAGBMC?@M?KEI?AEQBCBOEABO?MHEV?j@@\@J?EBZCJ@vBA^AHBD@NEr@@rADJJHvA?BNDDXARHT|@LCF@r@pCT|BDVLX@RCTLt@Th@PRNLBCXBCV@BP?NEJDJNAPPFFl@Pv@B^BN?HFZLxAH\HBDCZUNQj@_@PIJ@@VHh@TdAFh@ITOBYRGJCNPvBHABGCU,2,,,,,,,,
11,2,Lunch Activity - HIIT,0.0,1368,1368,0.0,Workout,4586502783,activity_1610109831.tcx,4899585515.0,2021-01-08T12:43:51Z,2021-01-08T12:43:51Z,(GMT+00:00) Europe/London,0.0,,,,,United Kingdom,,,0,4,0,1,0,True,False,False,False,everyone,False,,False,4899585515,0.0,0.0,True,115.6,135.0,False,True,,,0,0,False,4.0,2265413,1,a4586502783,,2,,,,,,,,
12,2,🌫️ Lunch toddle,1175.6,1247,1247,0.0,Hike,4586073754,activity_1610104245.tcx,4899137518.0,2021-01-08T11:12:06Z,2021-01-08T11:12:06Z,(GMT+00:00) Europe/London,0.0,"[52.887398, -1.298392]","[52.887666, -1.298765]",,,United Kingdom,52.887398,-1.298392,0,4,0,1,0,False,False,False,False,everyone,False,g6779208,False,4899137518,0.943,1.9,True,119.7,122.0,False,True,31.1,30.5,0,0,False,4.0,2265413,1,a4586073754,o{xaIld|Fa@TGZb@`CHp@@b@H`@ANFVDt@Fr@Cf@DT?TFL@R?`@BBFb@Bl@APTxCC`@H@BP?E?PBZLb@P^LHJPVLHAHF@CVGDEJENQDKJIHWJMj@eA?SJ]?IDELsA,2,,,,,,,,
13,2,"🌫️ Lunch Run - weirdly, was far too warm z2",5056.4,1454,1461,0.0,Run,4581447623,activity_1610022446.tcx,4894290529.0,2021-01-07T12:27:28Z,2021-01-07T12:27:28Z,(GMT+00:00) Europe/London,0.0,"[52.887646, -1.298561]","[52.887407, -1.298464]",,,United Kingdom,52.887646,-1.298561,0,7,0,1,0,False,False,False,False,everyone,False,g6779208,False,4894290529,3.478,5.2,True,124.6,149.0,False,True,31.1,29.7,0,0,False,7.0,2265413,1,a4581447623,woxaIz{|Fe@zCUz@[Za@v@QNo@JWGa@e@c@}@GQG_@Iq@CaBCQa@sBEkASaCBe@G_BEa@Ow@]{CCEIEk@L[?KAKIKMWe@GSMs@g@cFOcAm@oCMYKaAIuAAkA@]PcB?SXo@d@w@Ti@j@qBB]?g@GUQQk@Gc@@YA_BXu@PI?_@MK@_@Ng@V]XULoAz@UT@TLrA~@`GJ`AJtD?\Eh@UhAQd@c@vBo@`BUb@q@x@c@`@a@LUB]Oc@Ga@M_@[q@_Ae@uAG]M_BD{ACIFi@\qALwADeAEg@Km@M{@EKLXJ`@BXHx@@`AKbCa@~@YxAAl@Bt@B^d@hBV`@`@Xb@d@j@VVFJ?n@Kn@]`@a@f@q@Zi@|@oCp@oCFo@BaA?u@G}BMeAe@wBScBM{A@SJWNOv@m@lAm@z@]LAHHPBP?`A[lAQJ?l@Bh@PHFHRBT?v@Gx@I\y@lBMAk@m@YGcB?KFORGv@CpBBnAAb@BpCBLFLRJ`@?NEh@?PDDDXz@nAfEL|@XlDDNP\\`@^R^CH@JF@DDRFr@\tAVrBDlA?^Jb@Db@DhADZ@lALlAHfBN`APt@Xj@RNTJVDR?JCDElA{Bt@gCJy@,2,,,,,,,0.0,
14,2,☁️ Morning toddle,1173.6,1243,1288,0.0,Hike,4575560429,activity_1609929295.tcx,4888119377.0,2021-01-06T10:35:24Z,2021-01-06T10:35:24Z,(GMT+00:00) Europe/London,0.0,"[52.887568, -1.29847]","[52.887713, -1.298765]",,,United Kingdom,52.887568,-1.29847,0,2,0,1,0,False,False,False,False,everyone,False,g6779208,False,4888119377,0.944,2.3,True,143.2,154.0,False,True,31.1,30.5,0,0,False,17.0,2265413,1,a4575560429,o{xaIfd|FULMBGJC\JhAHXFDA\JVAXLb@Hx@BB@x@H`@Bb@CJD\CHLlAAR@b@BXDH?LDf@A`@BJAXHfACJ@TDZPf@HNHFR`@HAVPJ?DCd@CTSLEBIDCBOFCLWBCf@oA@QDOLaAJY?B?S,2,,,,,,,,
15,2,"Morning Workout - Back, more shoulders and abs",0.0,3359,3359,0.0,WeightTraining,4574872654,activity_1609914634.tcx,4887390943.0,2021-01-06T06:30:34Z,2021-01-06T06:30:34Z,(GMT+00:00) Europe/London,0.0,,,,,United Kingdom,,,0,4,1,1,0,True,False,False,False,everyone,False,,False,4887390943,0.0,0.0,True,103.2,129.0,False,True,,,0,0,False,9.0,2265413,1,a4574872654,,2,,,,,,,,
16,2,⛅ Lunch Run - easy lunch 5k,5106.5,1492,1492,0.0,Run,4570663879,activity_1609849618.tcx,4882999466.0,2021-01-05T12:26:59Z,2021-01-05T12:26:59Z,(GMT+00:00) Europe/London,0.0,"[52.887473, -1.298522]","[52.887541, -1.297481]",,,United Kingdom,52.887473,-1.298522,0,6,0,1,0,False,False,False,False,everyone,False,g6779208,False,4882999466,3.423,4.5,True,167.6,182.0,False,True,31.1,30.1,0,0,False,72.0,2265413,1,a4570663879,}oxaIz{|FIl@e@lB{@pBQTa@Va@CUIc@k@KUSm@QeBEuACgBIgBCcAKwACQUk@a@iBGYE_ACEGq@EYOAc@HQ@KC]U[u@WaAGe@i@kFGYKSE_@EKQw@Sg@G[Cc@AeBC{AJiBBO^aAj@s@Vq@Lw@JeA@g@ASEMGICCUBc@AUDY@_AVWBq@NQF[UMA]Pi@TsBrAe@b@CPPxAPxAd@rCRpBD`CEtAGx@CRi@tBk@lAGT]l@KVc@r@e@\UJUFs@HYCw@_@QQQg@W_@SQKa@SiBEy@HcC\qAD_@DmAAqAMgA@WBB@JC^N~A@h@OrBg@rBM`ACd@B|@ThANVTp@Zj@\\z@^d@HD?XQTIVQ`A_Ax@gARi@Lg@j@kCJm@FeA?yAAm@?eAC_A[kDWwBImAP]LKb@WvAgA^OZUN?NHPD^If@G|BQt@FRPDb@?n@KjAQx@g@fAW`@k@|AWdBCn@Dr@PfB~A~Fj@dFJb@Vh@VZHFRDf@?JBJJH\^hCAd@Nb@V`CJjAVjGD|BDf@FXXr@LR^\\L^@ZKRSJOj@gAZ_AHa@XyB,2,,,,,,,0.0,
17,2,⛅ Morning toddle to pharmacy,1985.9,2171,2495,0.0,Hike,4570038839,activity_1609841987.tcx,4882346571.0,2021-01-05T10:20:23Z,2021-01-05T10:20:23Z,(GMT+00:00) Europe/London,0.0,"[52.887495, -1.298575]","[52.887749, -1.29874]",,,United Kingdom,52.887495,-1.298575,0,2,0,1,0,False,False,False,False,everyone,False,g6779208,False,4882346571,0.915,2.4,True,106.9,125.0,False,True,31.4,30.5,0,0,False,6.0,2265413,1,a4570038839,ahxaIx|{FLYJGB?FDH?FG\RJGZHVAHG`@?@I^RLAb@f@TLFIHCXLP@DHTBJFBJA@JFFHI`@MXA\DNJRDXLTLv@NTh@bBNNHVFD^f@LHFNZTBLIZ@LAXGPCI@OGIABC?B@?N?Az@r@M@DEOa@W]E@GE?@?CFH?MAKGGUIGIi@uAMm@W{@Ys@CQA@CGA@?GSc@Gm@IYIi@?MAJACHSR_AMYMECBIAGGC@OWMBEDSSULKEEIC@EQKEC@AGGC?GK?CEGFIAIBMGO?S@YHACK?OBEGGAe@COFIFKT,2,,,,,,,,
18,2,TDZ Stage 1: Standard Ride,25389.2,2274,2274,101.0,VirtualRide,4567466762,zwift-activity-720395217029448704.fit,4879635854.0,2021-01-04T19:00:54Z,2021-01-04T19:00:54Z,(GMT+00:00) Europe/London,0.0,"[-11.635755, 166.953476]","[-11.63689, 166.954794]",,,United Kingdom,-11.635755,166.953476,56,9,0,51,0,False,False,False,False,everyone,False,b6605493,False,4879635854,11.165,15.5,True,152.5,184.0,False,True,20.0,-6.2,28,0,False,60.0,2265413,1,a4567466762,nr_fAeb_z^tCbEt@Vt@WbA{@fAyBB}@m@{A_AkAuBwAM_@Rg@dBYFKiAiKGiBXsCtAmClB{AbDkAtCk@nLwAjCm@pAmAvBmFz@{@fAm@jCc@hC^`BdAvEfGdAd@lAJfIaAl\eJnA?j@h@GbRYrBuApFeApC?rHInASj@e@ViAJsH@u@iAuC{Jy@iAaAe@u@F}@l@a@`AEbARbAdHdOy@h@{KbBs@l@Er@TZn@HpKsA`@@VRUXo@PmLdAUTB`@XThADbD_@rABjBN~@^P`@LhCtBvCV`AW|@sBh@Ql@fAxCd@R~@AX`@CR]ZqAEu@X@RdAj@Ef@QH{@EyAk@}@FwAf@mA`BcC|Ay@jAw@xCs@nGCfCl@pKMnC_@xBi@`BuEjIaC|B}@`EqB|AwCv@uDWmAPKQFO`Aa@tBQ?q@m@c@wFlBeAWwCeCK_@NwBzAYJUJqDi@eEq@m@k@EiAj@_AD_AnBqAJi@k@k@wBu@{ACi@\mAn@eAjAkATsAz@}@Jg@yF_Qa@sBBo@h@w@`AYrAXlBbB^YAg@wCuHiAeBuAw@iHwByCgBwAqA{AyCm@kDDwAh@mA|G_Fn@aAM{@aCgB[o@J]jB]L[oAyKAsB\sBf@oAfAwAjDmBvEcA`NaBlBm@~@_A~BwF~AqA|Ai@zBGrBh@pA`AfExFhAh@pAJdJmArZoIhBIl@l@I`RcBlImAzCGnJKv@W\gBXkHBo@s@{CgK_AuAq@a@{@?_Ah@g@bAElAThA`HjN?PqAn@{JvAy@n@Ex@\Zf@DnKsAf@@NJAPeA`@eLbAQHEf@ZXrAHtC_@|CJx@Jn@`@Nd@PnClBbCV`AS~@cCv@?p@dAlCf@P|@CV\AT[\gBCc@TLb@v@XAf@OJi@BwBs@oCr@oA`BkCfBo@~@u@zCs@pGAfCj@lJErBYfCy@lCyErIwBnB_AdE}ApA}Ap@oARaEW_APMQ|@m@bCY@]M[g@WmFlBiAU{CiCI_@BiARw@~@G`@]C_BL}Ai@uDm@m@i@IiAj@mANa@jA[\qAF][u@mCs@yAAi@^iAl@cAhAgARqAjAaBUoAoF{OSyB^u@hAc@zAZ|A~Ab@IHa@uC}HgAkBqBeAmGkBoDuBiBoBcAgCe@qCL{Bz@kArFuD~@kAIu@}AsA,2,92.3,233.8,244.0,531.7,True,331.0,,
19,2,"Lunch Activity - weights, cables and abbs",0.0,2462,2462,0.0,WeightTraining,4565338849,activity_1609762000.tcx,4877412643.0,2021-01-04T12:06:40Z,2021-01-04T12:06:40Z,(GMT+00:00) Europe/London,0.0,,,,,United Kingdom,,,0,4,0,1,0,True,False,False,False,everyone,False,,False,4877412643,0.0,0.0,True,106.3,127.0,False,True,,,0,0,False,7.0,2265413,1,a4565338849,,2,,,,,,,,
20,2,☁️ Morning Toddle - #4,1204.8,1235,1313,0.0,Hike,4564752920,activity_1609755086.tcx,4876795470.0,2021-01-04T10:11:28Z,2021-01-04T10:11:28Z,(GMT+00:00) Europe/London,0.0,"[52.887713, -1.298759]","[52.8877, -1.298835]",,,United Kingdom,52.887713,-1.298759,0,5,0,2,0,False,False,False,False,everyone,False,g6779208,False,4876795470,0.976,1.9,True,88.5,109.0,False,True,31.1,30.5,0,0,False,2.0,2265413,1,a4564752920,q{xaIjd|Fc@VIX?JXfADd@APJFBH?\FR?LFHN~B?VHVAF@VA??BBFBACL@h@JfA@bABXDJBh@CPAj@FzAb@dALPDFD?X\NDd@ALGDINETWL]^k@Pg@FWNuA?DNo@,2,,,,,,,,
